2026-04-19 01:24:40,665 [INFO] Reading raw offers from C:\Users\marouane\Desktop\FindJob\transformers\data\rekrute_raw.json
2026-04-19 01:24:40,668 [INFO] Loaded 91 raw offers
2026-04-19 01:24:40,948 [INFO] Transformed offer | poste='Accountant' | societe='Tinci' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=10 | competences=8
2026-04-19 01:24:40,956 [INFO] Transformed offer | poste='SQL Database Engineer (H/F) (GMT-5/6)' | societe='Dxc' | lieu='Rabat et région' | contrat=CDI | exp=Intermédiaire | tech=7 | missions=3 | competences=1
2026-04-19 01:24:40,962 [INFO] Transformed offer | poste='Expert DBA-SQL (H/F) (GMT-5/6)' | societe='Dxc' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=7 | missions=2 | competences=1
2026-04-19 01:24:40,969 [INFO] Transformed offer | poste='Responsable Pricing' | societe='Groupe' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=1 | missions=7 | competences=5
2026-04-19 01:24:40,976 [INFO] Transformed offer | poste='Data Scientist / Ingénieur IA' | societe='Cac' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=9 | missions=4 | competences=9
2026-04-19 01:24:40,983 [INFO] Transformed offer | poste='Data Analyst' | societe='Cac' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=3 | missions=5 | competences=4
2026-04-19 01:24:40,990 [INFO] Transformed offer | poste='Product Manager (H/F)' | societe='Confidentiel' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=0 | missions=7 | competences=16
2026-04-19 01:24:41,002 [INFO] Transformed offer | poste='Développeur Fullstack net' | societe='Ipanema' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=10 | missions=7 | competences=9
2026-04-19 01:24:41,009 [INFO] Transformed offer | poste='Chef de Projet BI' | societe='Cac' | lieu='Casablanca et région' | contrat=CDI | exp=Confirmé | tech=6 | missions=3 | competences=2
2026-04-19 01:24:41,016 [INFO] Transformed offer | poste='Chargé(e) d’Etudes et Marketing Digital' | societe='Manpower' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=2 | missions=14 | competences=1
2026-04-19 01:24:41,029 [INFO] Transformed offer | poste='Admissions Coordinator - SHBM' | societe='Um6P' | lieu='Marrakech et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=20 | competences=17
2026-04-19 01:24:41,034 [INFO] Transformed offer | poste='Responsable Transport (H/F)' | societe='Confidentiel' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=3 | missions=9 | competences=2
2026-04-19 01:24:41,039 [INFO] Transformed offer | poste='Chef de Projet Transformation Data & Performance (H/F)' | societe='Confidentiel' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=1 | missions=6 | competences=4
2026-04-19 01:24:41,045 [INFO] Transformed offer | poste='Dutch & English Customer Care Representative' | societe='Telus' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=0 | missions=1 | competences=1
2026-04-19 01:24:41,052 [INFO] Transformed offer | poste='German & English Customer Care Representative' | societe='Telus' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=0 | missions=3 | competences=1
2026-04-19 01:24:41,063 [INFO] Transformed offer | poste='Administrateur Expert Middleware, Unix et Stockage (H/F)' | societe='Dxc' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=8 | missions=2 | competences=10
